pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctLocation,correctImage,repetitionNumber,stimulusPresent.t,responseTimeCorrect,pressLoc,anticipatoryResponse,responseTimeIncorrect,trialIncorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,correctKey,trialCorrect,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.0576516685542,0.00355774210766,[-0.1265625  -0.13333333],1,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.0685714590363,0.426495825057,[ 0.7328125  -0.09722222],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,8,0.0585464375326,0.733928724541,[ 0.7265625  0.025    ],,0.183683617041,1,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,8,0.0591511551756,0.461268733838,[-0.1890625  -0.13888889],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.0588877707487,0.715638680733,[ 0.3015625   0.01111111],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.75, -0.04)",images/min1.png,9,0.0508976201527,0.723478267319,[ 0.6828125   0.06944444],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,9,0.0596873600734,0.502796101384,[-0.6890625 -0.15     ],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,9,0.0537948497804,0.623449180042,[ 0.2453125  -0.00555556],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0535388498101,0.270378145506,[-0.2515625  -0.13611111],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0580717710545,0.720742678735,[ 0.55       -0.06666667],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,9,0.0563971049851,0.469843909726,[ 0.6921875   0.13611111],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,9,0.0586104375543,0.416166393319,[-0.1921875  -0.01666667],,,,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0533169012051,0.973477754509,[ 0.240625    0.01944444],,0.175662286929,1,,,,,,,,,2018_Jul_08_1221,60.3423980887,sequenceLearningTask,001,160,
