pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,8,8,8,,,,,,,,,['num_0'],9,0.0540631795302,1,['num_0'],0,[0.6410096411127597],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,8,8,8,,,,,,,,,['num_4'],9,0.0571298461873,1,['num_4'],0,[0.6208361024037004],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,8,8,8,,,,,,,,,['num_1'],9,0.0530063591432,1,['num_1'],0,[0.6923991795629263],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,8,8,8,,,,,,,,,['num_0'],9,0.0565932309255,1,['num_0'],0,[0.5204475896898657],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,9,9,9,,,,,,,,,['num_7'],10,0.0579458461143,1,['num_7'],0,[0.9172594870906323],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,9,9,9,,,,,,,,,['num_1'],10,0.0503257436212,0,"['num_4', 'num_1']",0,"[0.5940672820433974, 0.6436155897099525]",,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,9,9,9,,,,,,,,,['num_4'],10,0.0505452307407,0,"['num_1', 'num_4', 'num_1', 'num_4']",0,"[0.7111585640814155, 0.9947392821777612, 1.6440164102241397]",,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,9,9,9,,,,,,,,,['num_0'],10,0.0578174358234,1,['num_0'],0,[0.6371027694549412],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,9,9,9,,,,,,,,,['num_0'],10,0.0551035897806,0,"['num_0', 'num_0']",0,"[0.00027158972807228565, 0.6562334359623492]",,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,9,9,9,,,,,,,,,['num_4'],10,0.0514912821818,1,['num_4'],0,[0.3606112820561975],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
